,T1goldEarned,T1totalMinionsKilled,T1totalTimeSpentDead,T1wardsKilled,T1wardsPlaced,T2goldEarned,T2totalMinionsKilled,T2totalTimeSpentDead,T2wardsKilled,T2wardsPlaced,T1win,T1baron,T1champion,T1dragon,T1inhibitor,T1riftHerald,T1tower,T2baron,T2champion,T2dragon,T2inhibitor,T2riftHerald,T2tower
656,69767,796,1254,29,65,78065,892,965,18,94,0,1,27,2,1,2,6,2,38,3,1,0,7
657,86649,904,1546,67,136,77945,899,1495,53,146,1,1,43,4,1,0,9,0,39,3,0,1,5
658,54721,544,1400,23,71,65135,623,1023,17,63,0,0,34,0,0,0,3,1,45,4,1,1,9
659,49692,508,438,21,55,39809,504,798,22,57,1,1,29,2,0,2,5,0,15,0,0,0,2
660,42112,594,781,19,71,54493,613,358,32,57,0,0,12,0,0,1,1,1,30,4,0,0,8
661,67492,678,916,34,65,58264,656,1156,23,92,1,2,40,2,1,1,8,0,28,3,0,1,5
662,34264,456,90,9,31,24514,362,351,7,24,1,0,17,0,0,1,3,0,5,2,0,0,0
663,37640,508,244,12,47,35254,427,340,18,39,1,0,21,1,0,0,2,0,14,1,0,1,2
664,61379,663,1157,24,69,62324,638,960,22,64,0,1,38,3,0,0,4,0,39,2,1,2,7
665,39952,486,633,10,40,45418,467,418,9,52,0,0,17,0,0,0,1,0,31,3,0,2,5
666,37145,452,469,9,29,44963,483,386,9,46,0,0,15,2,0,1,3,0,20,1,1,1,7
667,66349,869,1131,26,103,75520,821,583,34,71,0,1,20,1,0,0,4,1,39,4,2,2,10
668,48910,550,1184,24,45,63855,602,572,17,77,0,0,21,0,0,2,3,1,41,4,2,0,9
669,57308,576,917,14,52,48119,500,1021,16,50,1,1,35,1,1,0,8,0,31,2,0,0,0
670,53155,455,536,20,46,41361,462,934,13,45,1,0,38,2,2,2,7,0,24,1,0,0,0
671,77799,668,1113,46,106,66961,703,1250,40,94,1,2,45,4,2,2,10,0,33,2,0,0,3
672,47381,600,984,14,69,60690,628,281,29,62,0,0,16,0,0,1,3,1,38,3,2,1,10
673,45286,477,289,14,47,32799,446,651,18,45,1,0,33,2,0,2,4,0,11,0,0,0,1
674,57118,755,739,25,86,63933,751,620,25,72,0,0,22,1,0,1,5,2,26,4,1,1,9
675,61982,650,571,17,64,46834,547,1117,10,41,1,1,42,4,2,1,10,0,18,0,0,1,3
676,40730,491,781,12,48,48078,490,448,17,44,0,0,17,0,0,1,1,0,33,3,0,0,4
677,60369,674,1044,27,74,62200,668,819,29,65,0,0,29,3,0,1,5,1,33,1,1,0,7
678,44219,581,791,20,61,59505,616,385,27,67,0,0,16,0,0,1,3,1,32,3,1,1,9
679,46852,523,88,14,50,32533,500,383,13,38,1,1,19,3,3,1,11,0,3,0,0,0,0
680,71052,697,640,26,82,61344,794,1163,29,71,1,2,40,4,2,2,10,0,17,1,0,0,5
681,30496,353,102,6,25,22848,319,332,3,24,1,0,20,2,0,1,2,0,6,0,0,0,0
682,64866,742,869,30,54,55414,699,514,19,76,1,1,21,1,3,2,11,0,28,3,0,0,3
683,57908,607,886,25,70,58981,657,954,24,63,1,0,34,2,1,0,7,1,30,1,0,1,6
684,24049,367,198,7,26,30125,426,59,10,32,0,0,4,0,0,1,1,0,11,1,0,0,1
685,22929,254,526,4,22,37555,376,135,6,32,0,0,6,0,0,0,0,0,27,2,0,1,3
686,57299,654,923,44,97,65313,749,565,41,77,0,1,18,1,0,1,4,1,33,4,2,1,11
687,47533,529,166,11,44,32469,485,636,11,31,1,0,29,1,1,2,10,0,6,1,0,0,0
688,49194,579,903,22,65,59455,607,628,25,79,0,0,27,0,0,2,3,1,34,3,1,0,6
689,42911,390,173,4,33,23511,301,649,12,22,1,0,32,0,2,1,9,0,7,1,0,0,0
690,38529,539,635,10,47,44736,512,257,13,40,0,0,12,1,0,1,2,0,23,1,0,1,3
691,39763,482,108,12,33,26199,402,361,11,43,1,0,19,2,0,1,4,0,5,0,0,0,0
692,29356,398,501,12,32,41995,452,167,16,37,0,0,8,0,0,0,0,0,23,1,0,2,4
693,64294,730,1101,21,58,67015,714,1205,21,74,0,1,38,1,0,1,3,0,38,4,2,1,10
694,43656,593,693,17,39,49351,590,393,9,58,0,0,17,1,0,2,3,0,29,0,0,0,3
695,46337,480,355,5,37,38554,460,769,2,25,1,0,31,0,1,2,9,0,17,1,0,0,1
696,45885,491,328,11,51,37851,511,553,15,38,1,0,24,2,1,1,7,0,15,0,0,0,2
697,63019,657,612,28,68,55870,645,999,27,79,1,1,35,4,1,2,8,0,20,0,0,0,4
698,52607,610,1065,23,50,64787,674,887,22,65,0,0,29,0,0,1,3,1,34,4,1,0,9
699,50582,697,1253,25,57,68042,672,558,21,83,0,0,19,1,0,0,3,2,44,3,2,1,11
700,54446,627,1155,26,59,61241,577,665,10,77,0,1,23,0,0,1,3,0,41,4,1,0,8
701,80256,869,1001,42,107,69866,883,1123,42,101,1,2,36,4,1,1,9,0,31,2,0,0,4
702,21435,297,299,3,18,29105,375,107,5,25,0,0,6,0,0,0,0,0,19,2,0,0,0
703,37728,435,512,11,31,43201,424,309,8,42,0,0,15,0,0,1,3,0,24,3,0,1,6
704,37875,475,591,8,36,43192,520,277,6,38,0,0,12,1,0,1,2,1,22,1,0,0,3
705,41553,512,232,9,42,35141,554,588,15,36,1,0,23,3,0,2,4,0,12,0,0,0,1
706,59917,758,722,40,84,63982,666,655,35,97,0,1,19,3,0,1,4,1,26,2,1,1,7
707,70934,751,1420,38,64,68321,736,920,20,99,1,0,34,1,2,1,9,1,40,3,0,1,4
708,51828,460,336,16,45,34634,399,899,7,52,1,0,42,1,1,2,9,0,13,1,0,0,0
709,57606,563,1185,26,67,61799,594,1077,26,66,0,1,35,1,0,0,4,0,44,3,2,1,8
710,80385,828,1515,55,102,84117,910,1892,37,111,0,1,53,4,0,2,3,1,42,1,2,0,9
711,35659,416,527,13,41,41232,382,269,7,53,0,0,18,2,0,0,2,0,23,1,0,1,5
712,74571,585,1369,9,43,58366,522,1651,9,80,1,1,60,3,2,1,10,0,39,1,0,1,2
713,57038,522,786,11,55,47996,489,1085,18,42,1,1,40,2,0,0,5,0,25,2,0,1,2
714,40352,487,808,24,43,49329,554,313,16,57,0,0,12,1,0,2,2,1,34,2,0,0,4
715,26260,423,259,5,29,32738,410,64,4,32,0,0,3,0,0,0,1,0,15,2,0,1,3
716,36304,436,65,18,41,24005,402,393,10,39,1,0,19,2,0,0,4,0,3,0,0,1,0
717,52336,603,1214,23,77,60028,594,710,20,55,0,0,23,0,0,1,2,1,41,3,2,0,9
718,59951,516,564,25,64,49784,542,961,26,66,1,1,39,2,2,2,11,0,23,1,0,0,2
719,67879,742,698,39,81,57014,670,891,31,70,1,1,35,3,2,0,10,0,22,1,0,1,2
720,63238,636,793,51,79,58190,609,1087,29,88,1,1,42,3,1,0,7,0,30,1,0,1,4
721,87979,808,1707,38,106,85654,879,1646,41,90,1,2,52,3,2,0,8,1,45,3,1,2,7
722,44955,539,268,12,51,36580,499,545,10,44,1,1,22,1,0,1,3,0,10,2,0,1,1
723,63633,646,817,18,76,56937,687,913,19,73,1,2,29,5,2,1,9,0,26,0,0,1,3
724,59059,690,781,31,77,64812,725,615,30,71,0,0,25,0,0,1,6,2,29,4,2,1,9
725,63551,500,745,12,45,50605,544,1232,11,44,1,1,44,2,3,1,11,0,28,1,0,0,4
726,82199,786,2304,31,93,89594,789,2089,35,87,0,1,53,2,0,0,3,0,57,4,4,0,11
727,47724,606,1225,13,38,62460,538,607,6,58,0,0,19,0,0,0,3,1,43,3,3,1,11
728,47851,530,1240,9,39,58907,534,654,10,31,0,0,22,0,0,0,3,1,47,4,1,0,7
729,74834,760,1079,47,86,75223,761,1447,50,119,1,1,47,2,2,0,10,1,35,3,0,1,4
730,55896,551,1490,24,56,65485,540,1097,12,46,0,0,35,3,0,0,2,1,49,1,2,1,10
731,33808,303,675,4,27,44605,419,290,7,28,0,0,14,0,0,1,2,0,36,2,1,0,6
732,64805,555,1149,15,62,61494,539,1382,20,61,0,0,44,3,1,0,6,1,39,1,0,0,2
733,87862,660,2192,22,91,91544,840,2468,21,72,0,2,61,3,2,0,9,0,56,3,1,1,8
734,26562,285,460,4,26,35146,361,169,3,23,0,0,9,0,0,0,0,0,21,1,0,1,5
735,39761,403,306,9,37,30629,322,497,10,32,1,0,28,1,0,0,4,0,15,0,0,1,1
736,59677,644,731,20,65,49747,524,1131,17,63,1,0,35,2,2,0,9,0,23,1,0,1,1
737,75259,710,1100,30,52,66741,667,1808,13,72,1,1,54,4,2,1,9,0,30,1,1,0,6
738,30877,388,506,4,30,41764,489,167,8,37,0,0,9,2,0,0,0,0,25,1,1,1,7
739,54154,395,1294,3,26,60730,451,1090,16,22,0,0,41,0,0,1,2,1,47,4,3,0,10
740,67929,597,1503,13,50,66846,619,1433,7,58,0,2,42,3,0,0,4,0,49,2,2,0,7
741,57861,503,848,13,49,52890,450,1276,11,43,1,1,44,1,1,0,5,0,35,2,1,1,7
742,23882,288,449,4,26,32452,304,120,7,24,0,0,7,0,0,0,0,0,23,1,0,0,2
743,53061,599,968,18,56,58189,560,880,25,50,0,0,27,2,0,0,2,1,35,2,0,0,3
744,69381,602,1027,15,50,54544,526,1657,13,44,1,0,58,4,4,0,11,0,32,0,0,0,2
745,46357,523,618,10,48,40193,475,821,12,40,1,0,28,2,0,1,4,0,22,0,0,0,1
746,57815,597,769,11,49,49296,605,1038,15,55,1,1,35,2,2,1,9,0,21,1,0,0,1
747,51073,557,362,10,52,41398,559,697,15,33,1,1,28,1,1,1,9,0,19,2,0,0,2
748,50297,444,1308,14,61,61909,525,800,18,48,0,0,26,2,0,0,3,0,46,1,1,1,6
749,32195,365,462,9,45,40080,381,261,11,36,0,0,10,3,0,1,2,0,25,0,0,1,4
750,57512,576,291,26,53,38017,492,683,15,59,1,1,32,3,3,2,11,0,11,0,0,0,0
751,40668,433,1013,11,47,54028,449,522,14,50,0,0,18,1,0,0,1,0,40,2,2,2,10
752,44831,533,743,18,37,52576,561,511,11,55,0,0,22,1,0,1,4,1,30,2,0,0,3
753,65227,736,553,18,64,49949,659,1115,23,59,1,1,35,3,1,1,11,0,19,1,0,0,2
754,60297,582,1398,14,54,64424,541,822,7,60,0,1,32,1,0,0,4,1,46,2,2,1,9
755,30314,346,859,4,18,46091,433,260,6,26,0,0,10,0,0,0,1,0,43,2,1,2,9
756,80790,642,1506,17,77,74302,685,1761,13,56,1,2,57,3,3,1,8,1,35,1,0,0,4
757,35661,430,834,14,54,49279,516,305,22,35,0,0,13,1,0,0,1,0,38,2,1,1,8
758,40929,522,101,12,47,30463,460,477,17,33,1,0,21,2,0,0,4,0,5,1,0,1,1
759,36132,388,609,6,34,44649,446,482,9,41,0,0,19,1,0,1,0,0,25,1,0,1,6
760,51282,420,681,18,44,45271,433,1043,14,56,1,0,40,1,0,1,4,0,30,2,0,0,2
761,59796,774,1057,41,117,71576,791,814,61,81,0,0,25,1,0,0,2,2,36,4,1,1,8
762,39644,407,127,8,32,29184,390,602,5,24,1,0,25,3,0,1,4,0,7,0,0,0,1
763,75234,850,1284,36,66,74619,709,1447,25,81,0,1,41,2,3,1,8,1,36,3,3,0,9
764,51587,508,1428,4,50,63883,459,903,15,37,0,0,27,1,0,1,1,0,48,2,2,0,9
765,47079,524,967,12,61,58002,498,576,15,56,0,0,21,2,0,0,3,1,38,2,2,1,10
766,52439,489,639,10,49,42508,421,817,15,36,1,0,37,3,1,0,7,0,22,0,0,1,2
767,38470,387,226,7,23,32764,378,472,8,29,1,0,24,1,1,2,8,0,10,1,0,0,2
768,63088,555,809,9,60,55580,594,966,26,43,1,1,39,1,1,1,8,0,31,3,0,0,4
769,67904,778,733,56,76,65710,753,1366,39,115,0,1,42,2,2,0,8,0,24,3,1,2,9
770,53387,682,785,22,81,62312,765,583,39,75,0,0,21,3,0,0,2,1,27,1,1,1,8
771,47440,647,858,31,61,56330,627,455,27,67,0,0,17,1,0,1,3,1,31,3,1,0,8
772,60386,477,677,19,33,45040,437,1427,7,51,1,0,55,3,1,1,8,0,24,0,0,0,0
773,47644,627,899,30,60,56115,592,432,33,59,0,0,18,1,0,2,4,1,37,3,1,0,6
774,43647,517,1004,17,50,57543,648,309,22,64,0,0,10,0,0,2,4,1,33,4,2,0,10
775,44624,513,736,18,50,53796,544,601,20,55,0,0,24,0,0,1,2,1,32,3,0,1,5
776,60625,628,1419,21,72,71467,673,1175,34,74,0,0,35,3,0,0,3,1,44,2,1,2,8
777,47113,473,183,12,54,31973,435,831,8,35,1,0,36,3,2,2,9,0,7,0,0,0,0
778,64048,587,998,15,64,57748,640,1003,16,41,1,1,37,0,3,0,10,0,30,3,0,0,4
779,26146,283,317,5,24,30312,352,126,4,29,0,0,7,0,0,1,2,0,19,1,0,0,0
780,60274,645,723,34,64,52894,618,1060,25,90,1,1,36,3,1,1,7,0,25,1,0,1,4
781,23137,283,454,1,27,34691,369,147,6,22,0,0,8,2,0,0,0,0,27,0,0,0,2
782,41074,428,1227,11,62,53990,474,377,13,53,0,0,16,0,0,1,1,0,43,3,1,1,7
783,77749,777,1018,26,66,70147,814,1353,12,76,1,1,37,5,3,0,9,1,26,0,1,0,6
784,73147,650,707,14,55,53237,597,1554,12,41,1,1,56,4,1,2,9,0,26,0,0,0,3
785,91027,767,2136,30,65,79101,659,2609,17,72,1,1,71,2,3,1,11,0,56,3,1,0,7
786,60004,623,1442,14,58,67611,618,1199,15,50,0,1,36,2,0,0,1,0,46,2,3,2,11
787,63531,664,1222,44,66,63484,618,1146,19,100,0,1,37,3,0,1,5,0,38,2,1,0,8
788,33072,344,179,4,29,23745,301,353,3,21,1,0,21,2,0,1,2,0,11,0,0,0,0
789,65230,516,877,13,51,49094,471,1381,19,42,1,1,46,2,2,0,10,0,27,2,0,1,0
790,40067,403,288,11,30,28824,326,522,4,34,1,0,28,1,0,2,2,0,14,0,0,0,0
791,61334,492,584,25,56,47930,517,1279,9,54,1,1,49,3,2,2,10,0,23,0,0,0,2
792,65986,598,1223,15,56,58367,572,1445,15,50,1,1,51,1,1,0,9,0,37,2,0,1,3
793,54194,706,1044,21,63,64858,678,868,30,50,0,0,26,0,0,0,0,1,38,4,2,1,10
794,63420,532,430,10,58,48602,505,1160,14,69,1,1,47,2,0,2,6,0,17,1,0,0,4
795,55523,576,408,19,56,41587,490,973,17,49,1,1,39,3,1,1,8,0,17,1,0,1,2
796,58705,641,411,28,55,51842,614,848,16,53,1,1,28,4,2,0,8,0,17,0,0,2,5
797,41905,488,313,14,54,37241,476,571,21,35,1,0,23,2,0,2,4,0,13,1,0,0,2
798,56216,635,549,31,66,52005,677,764,31,59,1,1,27,1,1,2,8,0,20,2,0,0,3
799,60750,674,469,31,58,45126,581,1040,14,69,1,1,37,2,2,1,10,0,18,1,0,0,1
800,49259,544,222,15,55,35028,453,567,13,37,1,0,22,3,2,2,10,0,11,0,0,0,0
801,62852,653,754,26,58,59774,694,985,22,71,1,1,30,3,1,2,8,1,32,2,0,0,5
802,62751,572,663,18,61,49718,626,1075,17,47,1,1,40,3,2,2,10,0,23,1,0,0,1
803,41383,515,469,13,37,52483,644,361,10,52,0,0,18,1,0,0,1,1,19,2,1,2,8
804,68400,721,557,35,73,59616,729,1003,31,75,1,2,36,2,4,1,11,0,24,1,0,1,2
805,32996,448,478,13,41,39433,400,165,11,46,0,0,10,1,0,0,2,0,25,2,0,2,4
806,35596,438,759,11,37,47811,541,327,12,39,0,0,14,0,0,0,0,0,31,3,3,2,9
807,61953,678,881,48,102,60605,711,938,41,93,1,0,33,3,1,1,7,1,27,1,0,0,6
808,53844,570,327,20,46,41697,470,900,14,48,1,1,34,3,1,0,10,0,14,0,0,2,2
809,74230,719,866,40,98,57349,712,1030,33,80,1,2,35,1,4,2,11,0,28,4,0,0,2
810,59991,629,473,18,53,47559,566,1032,17,51,1,1,43,2,1,1,10,0,19,1,0,1,3
811,58828,649,414,23,64,43465,629,925,14,57,1,1,35,2,2,2,9,0,17,1,0,0,1
812,65161,638,639,32,86,54762,639,1051,35,63,1,1,38,1,2,0,8,1,20,2,0,1,1
813,30260,480,312,15,37,35477,474,136,13,42,0,0,5,0,0,1,1,0,15,3,0,1,2
814,55049,565,437,24,66,45358,597,640,31,67,1,1,29,2,1,0,7,0,16,1,0,2,4
815,53604,583,521,13,44,39539,423,924,12,34,1,0,38,1,2,1,10,0,17,0,0,0,0
816,62678,622,722,25,78,51474,676,1069,34,62,1,1,37,2,1,2,9,0,24,2,0,0,1
817,41154,587,752,15,45,54193,625,315,14,51,0,0,12,1,0,1,2,1,28,2,1,1,9
818,41637,574,712,20,44,50901,529,373,14,58,0,0,16,1,0,1,1,1,28,2,0,0,4
819,56627,688,794,31,60,63869,737,683,26,95,0,0,21,1,0,2,4,1,33,3,0,0,6
820,44069,484,910,16,56,60460,607,505,18,63,0,0,18,1,0,1,2,1,34,3,2,1,9
821,46406,606,705,16,52,53840,597,524,18,55,0,0,18,1,0,2,2,1,24,3,1,0,7
822,75894,697,1372,27,119,78980,715,1423,47,89,0,1,39,3,0,1,4,2,48,3,3,1,9
823,71638,775,1024,53,93,70303,707,1027,38,102,0,1,29,2,0,1,5,1,35,4,3,1,10
824,23040,266,0,0,21,11464,129,116,0,12,1,0,12,1,0,1,3,0,0,0,0,0,0
825,57923,610,649,20,60,52400,640,1053,19,58,1,1,35,0,1,1,7,0,19,4,0,1,4
826,59468,765,892,31,71,71305,801,656,23,87,0,0,22,0,0,0,2,1,30,5,3,2,11
827,56217,449,467,9,51,41359,490,1126,13,35,1,1,47,3,1,2,9,0,18,0,0,0,2
828,40110,415,117,7,34,25766,341,359,7,27,1,0,21,2,1,2,7,0,7,0,0,0,0
829,62417,723,591,18,80,55904,738,943,29,58,1,0,33,3,2,1,9,1,20,1,0,1,2
830,71420,912,1160,33,74,78277,800,1148,22,88,0,0,30,2,0,0,3,2,41,2,4,1,11
831,38880,395,285,6,35,30770,396,547,6,17,1,0,28,1,0,1,4,0,11,1,0,0,0
832,64438,634,681,29,55,50082,623,878,22,53,1,2,31,3,3,2,11,0,25,1,0,0,1
833,56045,654,988,33,79,62802,714,603,38,85,0,0,25,0,0,2,3,1,35,4,1,0,9
834,68003,700,1812,21,84,79101,634,1313,29,66,0,0,38,0,0,1,5,2,53,5,3,1,10
835,71309,836,1153,40,89,77615,840,950,39,91,0,1,29,2,0,0,5,1,35,3,2,1,10
836,61809,659,1067,39,75,67934,647,1006,23,99,0,1,32,1,0,0,3,1,39,4,1,1,8
837,62869,739,740,23,71,57218,629,950,26,68,1,0,32,1,1,2,8,1,28,3,0,0,3
838,41520,548,605,31,58,50176,585,197,25,63,0,0,7,1,0,0,3,1,23,2,1,2,7
839,57194,564,518,12,57,46450,592,959,10,42,1,1,38,2,1,1,9,0,20,1,0,1,4
840,60703,615,1207,11,63,67086,584,1068,19,49,0,1,31,0,0,0,7,0,43,4,0,1,5
841,79828,957,1698,33,94,87717,818,1490,34,98,0,0,36,0,0,1,4,3,49,5,3,1,11
842,53261,652,1202,26,74,70379,731,722,34,73,0,0,21,0,0,0,2,1,40,5,1,0,11
843,53615,512,1072,25,65,64634,537,862,32,65,0,0,30,1,0,1,2,1,44,3,2,1,10
844,66921,622,766,26,93,58259,637,1320,34,67,1,2,40,3,1,2,8,0,28,1,0,0,5
845,53406,686,764,23,81,62014,695,647,29,58,0,0,24,1,0,1,4,1,26,3,2,0,10
846,60212,566,975,21,59,52409,532,1106,19,81,1,1,42,3,1,1,7,0,30,1,0,1,3
847,68040,838,1200,35,72,73351,745,1154,25,80,0,0,32,0,0,1,5,2,39,4,3,1,11
848,56223,579,943,26,79,60454,577,736,30,67,0,0,24,1,0,0,2,1,35,3,1,2,9
849,53303,581,1023,10,56,63599,473,623,15,42,0,0,22,1,0,2,6,1,39,3,1,0,7
850,57439,608,905,31,65,66503,703,882,23,88,0,0,30,0,0,1,2,1,39,3,2,0,10
851,21378,226,312,4,18,32629,301,134,1,23,0,0,10,0,0,0,0,0,21,1,1,1,7
852,53010,638,824,22,83,60173,688,411,36,66,0,0,17,2,0,2,6,1,26,2,2,0,9
853,58444,565,472,17,60,44624,586,1040,16,57,1,1,34,3,3,2,10,0,18,1,0,0,0
854,51608,545,438,7,59,42025,512,780,18,44,1,1,31,1,1,0,8,0,14,1,0,1,3
855,53333,641,757,30,61,57945,730,540,19,78,0,1,17,1,0,1,4,0,27,3,1,1,8
856,52265,603,1161,26,62,61929,608,648,24,88,0,0,25,2,0,0,4,1,38,2,2,2,9
857,57466,658,1246,23,50,68203,640,913,15,78,0,0,28,0,0,1,3,2,44,4,2,1,9
858,65989,678,739,25,68,52512,602,1121,24,57,1,2,35,2,1,2,9,0,22,2,0,0,2
859,56293,559,1312,18,82,70574,621,713,36,71,0,0,25,2,0,1,5,1,47,3,2,1,10
860,72750,805,993,33,99,72765,741,1343,40,82,1,1,39,2,2,0,7,1,35,3,2,2,7
861,40965,446,89,11,35,31940,441,416,8,47,1,0,16,2,2,1,10,0,4,0,0,0,3
862,45390,553,151,9,55,31737,507,499,13,39,1,1,23,3,1,1,6,0,6,0,0,0,0
863,60605,571,545,23,75,50965,486,1077,22,51,1,1,39,3,1,0,8,0,25,0,0,1,4
864,45057,532,923,26,56,50939,496,533,18,49,0,0,23,0,0,1,2,1,31,3,1,0,6
865,53421,559,504,20,58,46714,503,795,25,59,1,1,29,2,2,1,10,0,21,1,0,0,1
866,53405,522,588,13,40,43235,531,912,12,35,1,1,35,2,0,1,5,0,25,1,0,0,2
867,64690,678,630,11,54,51502,622,1034,20,46,1,1,39,3,1,1,9,0,22,0,0,1,1
868,50895,563,1289,24,72,59939,567,734,11,60,0,0,24,1,0,1,2,0,41,2,2,1,11
869,74569,613,1798,27,85,79942,589,1927,43,73,1,0,54,1,1,0,7,2,61,3,0,1,6
870,58240,669,593,25,64,49765,657,767,29,77,1,1,28,3,1,1,8,0,20,1,0,0,1
871,24236,290,330,5,23,33555,380,186,8,32,0,0,9,0,0,0,0,0,21,2,0,1,3
872,58172,528,862,16,61,51352,504,930,30,51,1,1,40,4,1,2,8,0,33,0,0,0,1
873,63043,624,623,18,58,54563,658,925,13,52,1,2,33,3,4,2,11,0,22,1,0,0,2
874,33812,400,200,1,29,27494,312,464,4,22,1,0,26,2,0,0,1,0,12,0,0,1,0
875,38914,418,152,10,46,29751,495,509,9,41,1,0,20,1,1,2,5,0,6,1,0,0,0
876,80657,878,1312,45,85,73644,857,1186,34,106,1,1,35,3,3,1,11,1,40,2,0,0,4
877,28650,439,477,9,36,40735,473,163,13,40,0,0,8,0,0,0,0,0,21,2,0,2,5
878,66453,698,850,22,76,62080,684,915,30,65,1,1,31,2,2,1,8,1,26,3,0,1,5
879,58957,597,607,25,69,49491,560,1041,20,67,1,0,36,4,1,2,8,1,22,0,0,0,2
880,21651,288,333,13,31,34535,401,121,14,44,0,0,5,0,0,0,0,0,20,1,0,1,3
881,60479,612,1423,15,65,71271,600,932,24,61,0,0,29,0,0,1,4,2,55,4,3,1,10
882,56079,605,391,18,79,49073,637,671,21,75,1,1,25,3,1,2,10,0,16,1,0,0,4
883,75441,787,1302,42,116,76286,679,1390,51,114,1,1,38,4,1,1,8,2,41,2,2,1,10
884,43211,548,983,13,46,56484,566,484,10,48,0,0,17,0,0,0,1,1,35,3,2,2,9
885,52597,563,327,19,54,41032,582,764,11,50,1,0,32,4,0,2,6,0,13,0,0,0,1
886,35843,475,581,16,49,46026,602,299,19,50,0,0,12,0,0,1,1,0,21,3,0,0,4
887,58940,634,1263,27,68,69204,688,1088,27,72,0,0,33,0,0,0,2,1,42,4,2,1,10
888,43924,614,681,23,75,60050,704,277,35,55,0,0,11,0,0,0,2,1,33,4,2,2,11
889,52688,527,460,5,55,44188,527,920,16,38,1,1,35,3,1,1,8,0,19,0,0,0,3
890,58367,466,650,9,44,45007,436,1488,6,35,1,0,57,3,1,0,8,0,22,0,0,1,1
891,80476,818,1391,47,129,79190,753,1488,42,112,1,1,38,5,1,0,7,2,41,2,1,2,7
892,52463,480,415,11,48,35566,368,760,9,42,1,1,34,3,3,2,11,0,18,0,0,0,0
893,23696,232,562,4,22,39058,354,213,2,35,0,0,9,0,0,0,0,0,36,1,0,1,4
894,23858,253,566,7,31,38338,430,129,11,28,0,0,6,0,0,0,0,0,30,2,0,1,5
895,31328,372,170,4,28,24150,329,348,8,24,1,0,16,2,0,1,2,0,7,0,0,0,0
896,51465,487,295,16,51,37792,520,867,21,47,1,1,36,2,1,2,8,0,16,1,0,0,1
897,56699,742,1222,31,87,72395,676,812,28,69,0,0,25,1,0,0,1,2,45,4,2,2,10
898,63022,615,1045,34,82,58187,548,935,26,65,1,1,34,4,1,2,8,1,35,0,0,0,5
899,33620,369,103,8,28,23933,357,305,9,22,1,0,16,1,0,1,5,0,7,1,0,0,0
900,49119,521,346,19,51,38041,455,621,11,45,1,0,29,1,1,2,9,0,16,1,0,0,1
901,58719,679,368,25,56,46646,633,755,7,55,1,1,31,4,1,0,8,0,13,0,0,1,0
902,66775,705,717,50,74,57261,625,1031,29,87,1,2,33,4,0,0,3,0,21,1,0,2,3
903,60716,612,437,13,59,47549,588,1165,17,48,1,1,47,1,3,2,11,0,16,2,0,0,2
904,46788,501,987,25,60,58247,607,581,21,65,0,1,24,0,0,0,1,0,31,4,1,2,10
905,40716,510,857,14,40,52105,555,305,13,40,0,0,13,1,0,2,3,1,37,2,1,0,6
906,38948,422,991,6,36,53458,486,331,14,32,0,0,17,0,0,0,1,1,45,2,2,0,9
907,41451,474,303,18,49,37976,477,662,10,41,1,0,28,3,0,0,3,0,16,0,0,2,2
908,53300,466,397,19,40,40385,452,1027,10,47,1,0,43,2,2,2,9,0,18,0,0,0,1
909,76301,780,1112,28,52,70955,719,1538,14,72,1,1,56,1,2,1,10,0,32,4,0,1,6
910,79442,822,1061,35,65,66713,796,1290,18,92,1,2,43,4,3,2,10,0,33,2,0,0,3
911,61074,631,992,24,47,55711,604,833,14,64,1,2,30,2,2,0,10,0,30,3,0,2,2
912,75103,785,1342,45,90,74417,728,1334,45,103,1,1,40,2,1,1,8,1,39,3,0,1,6
913,42404,467,100,10,44,28267,383,570,11,31,1,0,26,1,0,2,5,0,5,1,0,0,0
914,24460,335,263,10,32,32636,362,95,10,39,0,0,4,0,0,0,0,0,19,2,0,1,2
915,39530,491,684,22,36,50765,494,267,7,60,0,0,14,1,0,1,2,1,34,2,0,1,6
916,73129,766,601,36,106,60017,829,1221,42,85,1,2,42,4,1,1,9,0,17,0,0,0,3
917,46451,539,1066,21,70,67040,627,456,27,70,0,0,17,0,0,1,2,1,43,4,1,1,9
918,70417,805,1139,45,109,71687,844,1134,50,100,0,2,31,1,0,1,6,0,34,5,1,1,7
919,65182,734,428,45,92,55493,749,1020,37,82,1,1,33,2,3,1,11,0,15,2,0,0,3
920,52681,687,935,22,60,59517,649,411,22,65,0,0,18,0,1,2,6,1,37,4,1,0,7
921,42586,514,543,14,47,51902,549,544,20,48,0,0,21,1,0,1,2,1,27,2,1,1,7
922,67083,649,546,36,72,58117,640,912,30,73,1,2,34,3,2,1,10,0,23,1,0,0,3
923,50496,561,274,19,59,42226,559,513,9,51,1,1,26,3,1,2,7,0,12,0,0,0,4
924,54348,677,411,26,65,45209,541,473,17,67,1,0,22,2,1,2,9,1,15,2,0,0,2
925,62267,633,368,15,66,46709,531,1118,21,65,1,1,39,2,2,1,10,0,15,2,0,1,1
926,52708,459,333,21,56,41797,512,817,12,54,1,1,31,3,1,2,9,0,13,0,0,0,2
927,66118,582,1090,20,79,62082,612,1101,29,60,1,2,41,2,1,0,8,0,38,3,0,1,4
928,64890,675,1110,20,73,73106,754,948,29,67,0,1,35,1,1,2,6,1,40,4,3,0,10
